Title,Year,IMDB rating,Metascore,Votes,Description,Type
Avengers: Czas Ultrona,(2015),7.3,66        ,677272,"
    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.","
Action, Adventure, Sci-Fi            "
Przemytnik,(2018),7.0,58        ,68883,"
    A 90-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.","
Crime, Drama, Thriller            "
Wymazac siebie,(2018),7.0,69        ,21108,"
    The son of a Baptist preacher is forced to participate in a church-supported gay conversion program after being forcibly outed to his parents.","
Biography, Drama            "
Deadpool,(2016),8.0,65        ,832569,"
    A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.","
Action, Adventure, Comedy            "
Player One,(2018),7.5,64        ,311721,"
    When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.","
Action, Adventure, Sci-Fi            "
Transformers 5: Ostatni Rycerz,(2017),5.2,27        ,121484,"
    A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.","
Action, Adventure, Sci-Fi            "
Luce,(2019),7.0,73        ,524,"
    A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.","
Drama            "
Jumanji: Przygoda w dzungli,(2017),6.9,58        ,250123,"
    Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","
Action, Adventure, Comedy            "
Robin Hood: Poczatek,(2018),5.3,32        ,46688,"
    A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.","
Action, Adventure, Thriller            "
Krudowie,(2013),7.2,55        ,178559,"
    After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","
Animation, Action, Adventure            "
"Szpieg, który mnie rzucił",(2018),6.0,52        ,53514,"
    Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.","
Action, Adventure, Comedy            "
The Current War,(2017),6.2,44        ,2180,"
    The dramatic story of the cutthroat race between electricity titans Thomas Edison and George Westinghouse to determine whose electrical system would power the modern world.","
Biography, Drama, History            "
Mroczny Rycerz powstaje,(2012),8.4,78        ,1401220,"
    Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.","
Action, Thriller            "
"Tamte dni, tamte noce",(2017),7.9,93        ,159183,"
    In 1980s Italy, a romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.","
Drama, Romance            "
X-Men: Apocalypse,(2016),7.0,52        ,363440,"
    In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","
Action, Adventure, Sci-Fi            "
Point Blank,(2019),5.6,37        ,7494,"
    An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.","
Action, Thriller            "
Veronica Mars,(2014),6.8,62        ,47730,"
    Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.","
Comedy, Crime, Drama            "
Szybcy i wściekli 5,(2011),7.3,66        ,333021,"
    Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.","
Action, Adventure, Thriller            "
Cold Pursuit,(2019),6.2,57        ,35540,"
    A grieving snowplow driver seeks out revenge against the drug dealers who killed his son. Based on the 2014 Norwegian film 'In Order of Disappearance'.","
Action, Crime, Drama            "
Anihilacja,(2018),6.9,79        ,235732,"
    A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","
Adventure, Drama, Horror            "
Power Rangers,(2017),5.9,44        ,94157,"
    A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.","
Action, Adventure, Sci-Fi            "
Harry Potter i Insygnia Śmierci: Część II,(2011),8.1,87        ,699287,"
    Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","
Adventure, Drama, Fantasy            "
Pięćdziesiąt twarzy Greya,(2015),4.1,46        ,281277,"
    Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","
Drama, Romance, Thriller            "
Sing,(2016),7.1,59        ,118536,"
    In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.","
Animation, Comedy, Family            "
Jurassic World,(2015),7.0,59        ,544487,"
    A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.","
Action, Adventure, Sci-Fi            "
Sekretne zycie zwierzaków domowych 2,(2019),6.5,55        ,14966,"
    Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","
Animation, Adventure, Comedy            "
Rodzina od zaraz,(2018),7.3,57        ,52932,"
    A couple find themselves in over their heads when they foster three children.","
Comedy, Drama            "
Miasto złodziei,(2010),7.5,74        ,325427,"
    As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down.","
Crime, Drama, Thriller            "
John Wick 2,(2017),7.5,75        ,305934,"
    After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","
Action, Crime, Thriller            "
Brooklyn,(2015),7.5,88        ,118529,"
    An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","
Drama, Romance            "
Jurassic World: Upadłe królestwo,(2018),6.2,51        ,226458,"
    When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","
Action, Adventure, Sci-Fi            "
Hotel Mumbaj,(2018),7.6,64        ,26565,"
    The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.","
Drama, History, Thriller            "
Vice,(2018),7.2,61        ,82908,"
    The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.","
Biography, Comedy, Drama            "
Eskorta,(2018),6.1,38        ,51722,"
    An small team of elite American intelligence officers, part of a top-secret tactical command unit, try to smuggle a mysterious police officer with sensitive information out of Indonesia.","
Action, Adventure, Thriller            "
Ocean's 8,(2018),6.2,61        ,150611,"
    Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.","
Action, Comedy, Crime            "
